"Name","Comments","Size","Type","Date Modified","Lent to","Disk Location","Location","Path",
"H. P. Lovecraft - The White Ship.txt","The White Ship by H.P. Lovecraft
The White Ship
by H.P. Lovecraft
Written November 1919 
Published November 1919 in The United Amateur, Vol. 19, No. 2, p. 30-33. 
I am Basil Elton, keeper of the North Point light that my father and grandfather 
kept befo...","14 KB (14,239 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The White Ship.txt",
"H. P. Lovecraft - Through the Gates of the Silver Key.txt","Through the Gates of the Silver Key
by H.P. Lovecraft 
written 1932 - first published in Weird Tales, July 1934. 


chapter one

In a vast room hung with strangely figured arras and carpeted with Bonkhata rugs of impressive age and workmanship, four men ...","83 KB (84,524 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Through the Gates of the Silver Key.txt",
"H. P. Lovecraft - What the Moon Brings.txt","What the Moon Brings by H.P. Lovecraft
What the Moon Brings
by H.P. Lovecraft
Written 5 June 1922 
Published May 1923 in The National Amateur, Vol. 45, No. 5, page 9 
I hate the moon - I am afraid of it - for when it shines on certain scenes 
familiar an...","5 KB (4,265 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - What the Moon Brings.txt",
"H. P. Lovecraft - Within the Walls of Eryx.txt","Within the Walls of Eryx by H. P. Lovecraft and Kenneth SterlingWithin the Walls 
of Eryx
by H. P. Lovecraft and Kenneth Sterling
Written Jan 1936 
Published October 1939 in Weird Tales, Vol. 34, No. 4, p. 50-68. 
Before I try to rest I will set down the...","68 KB (68,811 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Within the Walls of Eryx.txt",
"H.P. Lovecraft - Dagon.txt","Dagon by H.P. Lovecraft
Dagon
by H.P. Lovecraft
Written Jul 1917 
Published November 1919 in The Vagrant, No. 11, 23-29.
I am writing this under an appreciable mental strain, since by tonight I shall 
be no more. Penniless, and at the end of my supply of...","13 KB (12,967 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H.P. Lovecraft - Dagon.txt",
"H.P. Lovecraft - Ex Oblivione.txt","Ex Oblivione by H.P. Lovecraft
Ex Oblivione
by H.P. Lovecraft
1920 
When the last days were upon me, and the ugly trifles of existence began to 
drive me to madness like the small drops of water that torturers let fall 
ceaselessly upon one spot of their...","4 KB (4,043 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H.P. Lovecraft - Ex Oblivione.txt",
"H.P. Lovecraft - Facts Concerning the Late Arthur Jermyn and His","","22 KB (22,196 Bytes)","Local Disk","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H.P. Lovecraft - Facts Concerning the Late Arthur Jermyn and His",
"Homer - The Odyssey.txt","The Odyssey

Homer



For a description of the numbers in brackets {**}, see the Footnotes at the bottom of the document


Book I

THE GODS IN COUNCIL--MIVERVA'S VISIT TO ITHACA--THE CHALLENGE FROM TELEMACHUS TO THE SUITORS.

Tell me, O Muse, of that ing...","660 KB (675,454 Bytes)","Text Document","4/11/2001 9:21:14 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Homer - The Odyssey.txt",
"Immanuel Kant - Universal Natural History and Theory of Heaven.t","","316 KB (323,583 Bytes)","T File","4/11/2001 9:21:28 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Immanuel Kant - Universal Natural History and Theory of Heaven.t",
"Isaac Asimov - Cal.txt","ISAAC ASIMOV

Gold, The Final Science Fiction Collection

Part One - The Final Stories

Cal
Typed by Bateau

I am a robot. My name is Cal. I have a registration number. It is CL-123X, but my master calls me Cal.
The X in my Registration number means I am...","59 KB (60,226 Bytes)","Text Document","4/11/2001 3:34:16 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Cal.txt",
"Isaac Asimov - Fantastic Voyage II -- Destination Brain.txt","FANTASTIC VOYAGE II -- DESTINATION BRAIN

  by Isaac Asimov

  (c) 1987 by Isaac Asimov

  v1.0 (10-Aug-1999)

  If you find and correct errors in the text, please update the version number by 0.1 and redistribute.

  

  

  CHAPTER 1 -- NEEDED

  He wh...","770 KB (787,541 Bytes)","Text Document","4/11/2001 3:34:20 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Fantastic Voyage II -- Destination Brain.txt",
"Isaac Asimov - Feeling of Power.txt","
THE FEELING OF POWER
by Isaac Asimov

JEHAN SHUMAN was used to dealing with the men in authori-
ty on long-embattled Earth. He was only a civilian but he
originated programming patterns that resulted in self-direct-
ing war computers of the highest sort...","20 KB (19,988 Bytes)","Text Document","4/11/2001 3:34:26 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Feeling of Power.txt",
"Isaac Asimov - Found!.txt","Version 1.0 dtd 040400



FOUND!

By Isaac Asimov

Computer-Two, like the other three that chased each
other's tails in orbit round the Earth, was much larger
than it had to be.

It might have been one-tenth its diameter and still
contained all the volum...","30 KB (30,287 Bytes)","Text Document","4/11/2001 3:34:24 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Found!.txt",
"Isaac Asimov - Foundation and Empire.txt","Foundation and EmpireFOUNDATION AND EMPIRE
ISAAC ASIMOV



Contents
PROLOGUE
PART I THE GENERAL
1. SEARCH FOR MAGICIANS
2. THE MAGICIANS
3. THE DEAD HAND
4. THE EMPEROR
5. THE WAR BEGINS
6. THE FAVORITE
7. BRIBERY
8. TO TRANTOR
9. ON TRANTOR
10. THE WAR ...","422 KB (431,311 Bytes)","Text Document","4/11/2001 3:34:22 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Foundation and Empire.txt",
"Isaac Asimov - Foundation.txt","FoundationFOUNDATION
ISAAC ASIMOV



Contents
Part I The Psychohistorians
Part II The Encyclopedists
Part III The Mayors
Part IV The Traders
Part V The Merchant Princes




PART I
THE PSYCHOHISTORIANS
1.
HARI SELDON�... born in the 11,988th year of the G...","383 KB (391,397 Bytes)","Text Document","4/11/2001 3:34:24 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Foundation.txt",
"Isaac Asimov - Frustration.txt","ISAAC ASIMOV

Gold, The Final Science Fiction Collection

Part One - The Final Stories

Frustration
Typed by Bateau

Herman Gelb turned his head to watch the departing figure. Then he said, ""Wasn't that the Secretary?""
""Yes, that was the Secretary of For...","6 KB (5,263 Bytes)","Text Document","4/11/2001 3:34:24 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Frustration.txt",
"Isaac Asimov - I Robot.txt","I, Robot
Isaac Asimov

-----

TO JOHN W. CAMPBELL, JR, who Godfathered THE ROBOTS

The story entitled ""Bobbie"" was first published as ""Strange Playfellow"" in Super Science Stories. Copyright 1940 by Fictioneers, Inc.; copyright � 1968 by Isaac Asimov.

T...","396 KB (405,244 Bytes)","Text Document","4/11/2001 3:34:26 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - I Robot.txt",
"Isaac Asimov - Left to Right.txt","ISAAC ASIMOV

Gold, The Final Science Fiction Collection

Part One - The Final Stories

Left To Right
Typed by Bateau

Robert L. Forward, a plump, cherubic physicist of Hughes Research Laboratories at Malibu, and occasional science fiction writer, was de...","4 KB (3,218 Bytes)","Text Document","4/11/2001 3:34:26 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Left to Right.txt",
"Isaac Asimov - Nightfall.txt","TO THE READER

Kalgash is an alien world and it is not our intention to have you think that it is identical to Earth, even though we depict its people as speaking a language that you can understand, and using terms that are familiar to you. Those words s...","679 KB (694,881 Bytes)","Text Document","4/11/2001 3:34:30 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Nightfall.txt",
"Isaac Asimov - One Night of Song.txt","                                           One Night of Song
                                                        		          By Issac Asimov
   As it happens, I have a friend who hints, sometimes, that he can
call up spirits from the vasty deep.
   O...","12 KB (11,950 Bytes)","Text Document","4/11/2001 3:34:28 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - One Night of Song.txt",
"Isaac Asimov - Prelude to Foundation.txt","Prelude to Foundation
by Isaac Asimov



Author's Note
When I wrote ""Foundation,"" which appeared in the May 1942 issue of Astounding 
Science Faction, I had no idea that I had begun a series of stories that would 
eventually grow into six volumes and a t...","742 KB (758,934 Bytes)","Text Document","4/11/2001 3:34:32 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Prelude to Foundation.txt",
"Isaac Asimov - Reason.txt","
Isaac Azimov. Reason



     Gregory  Powell  spaced  his words for emphasis. ""One week
ago, Donovan, and I  put  you  together.""  His  brows  furrowed
doubtfully and he pulled the end of his brown mustache.

     It  was  quiet  in  the  officers' room...","38 KB (38,735 Bytes)","Text Document","4/11/2001 3:34:32 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Reason.txt",
"Isaac Asimov - Second Foundation.txt","Second FoundationSECOND FOUNDATION
ISAAC ASIMOV



Contents
PROLOGUE
PART I SEARCH BY THE MULE
1. TWO MEN AND THE MULE
First Interlude
2. TWO MEN WITHOUT THE MULE
Second Interlude
3. TWO MEN AND A PEASANT
Third Interlude
4. TWO MEN AND THE ELDERS
Fourth ...","413 KB (422,037 Bytes)","Text Document","4/11/2001 3:34:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - Second Foundation.txt",
"Isaac Asimov - The Bicentennial Man.txt","VERSION 1.0 dtd 033000



ISAAC ASIMOV

The Bicentennial Man

In the introduction to this Nebula Awards volume it was mentioned that science fiction writers-successful science fiction writers--are unique. No one, however, is quite as unusual as Isaac Asi...","81 KB (82,087 Bytes)","Text Document","4/11/2001 3:34:32 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - The Bicentennial Man.txt",
"Isaac Asimov - The Fun They Had.txt","



The Fun They Had






By

Isaac Asimov





Margie even wrote about it that night in her diary.  On the page headed May 17, 2155, she wrote, ""Today Tommy found a real book!""
It was a very old book.  Margie's grandfather once said that when he was a ...","6 KB (5,824 Bytes)","Text Document","4/11/2001 3:34:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - The Fun They Had.txt",
"Isaac Asimov - The Two - centimeter Demon.txt","			The Two-Centimeter Demon
			                                                   by Issac Asimov
   I met George at a literrary convention a good many years ago,
and was struck by the peculiar look of innocence and candor
upon his round middle-aged face...","18 KB (17,933 Bytes)","Text Document","4/11/2001 3:34:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Isaac Asimov - The Two - centimeter Demon.txt",
"Kurt Vonnegut - Slaughterhouse - Five.txt","
SLAUGHTERHOUSE-FIVE

OR THE CHILDREN'S
CRUSADE
A Duty-dance with Death

KURT VONNEGUT, JR.

A fourth-generation German-American
now living in easy circumstances
on Cape Cod 
[and smoking too much], 
who, as an American infantry scout
hors de combat,
as ...","279 KB (285,171 Bytes)","Text Document","4/11/2001 2:40:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Kurt Vonnegut - Slaughterhouse - Five.txt",
"Lao - tzu - The Tao - te Ching.txt","Provided by The Internet Classics Archive.
See bottom for copyright. Available online at
    http://classics.mit.edu//Lao/taote.html

The Tao-te Ching
By Lao-tzu


Translated by James Legge

---------------------------------------------------------------...","59 KB (59,937 Bytes)","Text Document","4/11/2001 2:40:26 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Lao - tzu - The Tao - te Ching.txt",
"Larry Niven - Ringworld.txt","RINGWORLD

  by Larry Niven

  (c) 1970 by Larry Niven

  v1.0 (25-Aug-1999)

  If you find and correct errors in the text, please update the version number by 0.1 and redistribute.



  CHAPTER 1 -- Louis Wu

  In the nighttime heart of Beirut, in one o...","596 KB (609,797 Bytes)","Text Document","4/11/2001 3:08:56 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Larry Niven - Ringworld.txt",
"Lewis Carroll  - Alice's Adventures In Wonderland.txt","Alice's Adventures in Wonderland 

Lewis Carroll 



CHAPTER 1 
  Down the Rabbit-Hole 
  Alice was beginning to get very tired of sitting by her sister on the bank, 
  and of having nothing to do: once or twice she had peeped into the book her 
  sister...","148 KB (151,387 Bytes)","Text Document","4/11/2001 2:42:44 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Lewis Carroll  - Alice's Adventures In Wonderland.txt",
"Lewis Carroll - Alice's Adventures in Wonderland.txt","[pg/etext91/alice29.txt]

                ALICE'S ADVENTURES IN WONDERLAND

                          Lewis Carroll

               THE MILLENNIUM FULCRUM EDITION 2.9

                            CHAPTER I

                      Down the Rabbit-Hole

  A...","149 KB (152,021 Bytes)","Text Document","4/11/2001 2:42:44 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Lewis Carroll - Alice's Adventures in Wonderland.txt",
"Lewis Carroll - Through the Looking Glass.txt","                    Through the Looking Glass

                        by LEWIS CARROLL

                            CHAPTER 1

                       Looking-Glass house

  One thing was certain, that the WHITE kitten had had nothing to do
with it: -- i...","168 KB (171,525 Bytes)","Text Document","4/11/2001 2:42:44 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Lewis Carroll - Through the Looking Glass.txt",
"Mark Twain - A Connecticut Yankee.txt","
    The INTERNET WIRETAP First Electronic Edition of

      A CONNECTICUT YANKEE IN KING ARTHUR'S COURT

                           by

                       MARK TWAIN
                   (Samuel L. Clemens)

    Copyright, 1889 and 1899, by SAMUEL L. ...","629 KB (643,752 Bytes)","Text Document","4/11/2001 2:43:04 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Mark Twain - A Connecticut Yankee.txt",
"Mark Twain - A New Crime.txt","Internet Wiretap Edition of

A NEW CRIME by MARK TWAIN

From ""Sketches New and Old"", Copyright 1903, Samuel Clemens.
This text is placed in the Public Domain (Jun 1993, #18).


A NEW CRIME
LEGISLATION NEEDED

THIS country, during the last thirty or forty...","10 KB (9,509 Bytes)","Text Document","4/11/2001 2:43:00 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Mark Twain - A New Crime.txt",
"Mark Twain - From the London Times of 1904.txt","From the London Times of 1904From the London Times of 1904
            by Mark Twain



      Editor's Notes by Blake Linton Wilfong
            As published in 1898, this bizarre story began with a perfect, 
      romantic tale of scientific triumph, th...","21 KB (20,502 Bytes)","Text Document","4/11/2001 2:43:00 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Mark Twain - From the London Times of 1904.txt",
"Mark Twain - Political Economy.txt","Internet Wiretap Edition of

POLITICAL ECONOMY by MARK TWAIN

From ""Sketches New and Old"", Copyright 1903, Samuel Clemens.
This text is placed in the Public Domain (Jun 1993, #17).

(Written about 1870.)


POLITICAL ECONOMY

   POLITICAL Economy is the b...","14 KB (13,536 Bytes)","Text Document","4/11/2001 2:43:00 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Mark Twain - Political Economy.txt",
"Mark Twain - The Adventures Of Huckleberry Finn.txt","The Adventures of Huckleberry Finn 

Mark Twain (Samuel L. Clemens)



EXPLANATORY
In this book a number of dialects are used, to wit: the Missouri negro dialect; the extremest form
of the backwoods Southwestern dialect; the ordinary ""Pike County"" dialec...","562 KB (575,469 Bytes)","Text Document","4/11/2001 2:43:04 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Mark Twain - The Adventures Of Huckleberry Finn.txt",
"Mark Twain - The Adventures Of Tom Sawyer.txt","The Adventures of Tom Sawyer

Mark Twain (Samuel Langhorne Clemens)





Preface
Most of the adventures recorded in this book really occurred; one or two were experiences of my own, the rest those of boys who were schoolmates of mine.  Huckleberry Finn i...","388 KB (396,368 Bytes)","Text Document","4/11/2001 2:43:08 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Mark Twain - The Adventures Of Tom Sawyer.txt",
"Mark Twain - The Prince and the Pauper.txt","Project Gutenberg Etext The Prince and the Pauper, by Mark Twain
#14 in our series by Mark Twain


Copyright laws are changing all over the world, be sure to check
the copyright laws for your country before posting these files!!

Please take a look at th...","404 KB (413,126 Bytes)","Text Document","4/11/2001 2:43:08 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Mark Twain - The Prince and the Pauper.txt",
"Mark Twain - What is Man.txt","**Welcome To The World of Free Plain Vanilla Electronic Texts**

**Etexts Readable By Both Humans and By Computers, Since 1971**

*These Etexts Prepared By Hundreds of Volunteers and Donations*

Information on contacting Project Gutenberg to get Etexts, ...","533 KB (545,316 Bytes)","Text Document","4/11/2001 2:43:10 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Mark Twain - What is Man.txt",
"Monty Python Script - Argument.txt","****   The argument sketch
****   from Monty Python Live at City Center and Monty Python's Flying Circus
****   transcribed from tape by Malcolm Dickinson <CLARINET@YALEVMX> 4/3/86


A man walks into an office.

Man: Good morning, I'd like to have an arg...","5 KB (4,509 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Argument.txt",
"Monty Python Script - Bishop.txt","*** The Dead Bishop on the Landing sketch from Monty Python's Flying Circus.***
*** Transcribed from tape by Malcolm Dickinson <CLARINET@YALEVMX> 4/3/86    ***

Mother: (turning off radio) liberal rubbish!  Klaus!
Klaus: Yeah?
M: Whaddaya want with yer j...","3 KB (2,861 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Bishop.txt",
"Monty Python Script - Blckmail.txt","***   BLACKMAIL!!!!!     from Monty Python's Flying Circus and Monty Python
***   At City Center.  Transcribed by Malcolm Dickinson <CLARINET@YALEVMX>,
***   from tape on 4/3/86.

(Music up-- wild applause and cheers from the audience)

Announcer:

Hello...","4 KB (3,732 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Blckmail.txt",
"Monty Python Script - Bookshop.txt","     *** The Bookshop Sketch - from Monty Python at the Hollywood Bowl ***
 *** Transcribed from memory by Bret Shefter <SHEBREB@YALEVMX>, who was in ***
 *** a weird mood (as usual) on 3/25/86.  Revisions by mmd<C@YVMX> 4/3/86  ***


Customer: (entering...","7 KB (6,787 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Bookshop.txt",
"Monty Python Script - Brian.txt","
*****   The Opening Scene Song of Life of Brian                 *****
*****   Transcribed by Dwayne A. X. E. E. (86/4/27)             *****

        Monty Python's Life Of Brian

Brian ... the babe they called Brian
Grew ... grew grew and grew, grew up ...","2 KB (1,147 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Brian.txt",
"Monty Python Script - Bridge.txt","--- Submitted and transcribed from memory by Bret Shefter <SHEBREB@YALEVMX> ---
             ----  in yet another weird mood on 3/25/86 ----
   ---- The Bridgekeeper scene from ""Monty Python and the Holy Grail"" ----

King Arthur: Now, we are about to att...","6 KB (5,386 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Bridge.txt",
"Monty Python Script - Bruce.txt","****  The Bruces
****  From Monty Python Live at City Center,
****  Monty Python Live at the Hollywood Bowl, etc.

EP505RPK@YALEVM had a friend who was Australian who clued him in on what the
Bruces were actually saying.  What sounds like 'goodnight' is ...","4 KB (3,977 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Bruce.txt",
"Monty Python Script - Camelot.txt","              ****   The song of the Knights of Camelot   ****
             ****   from Monty Python and the Holy Grail   ****
**** transcribed from tape by Malcolm Dickinson <CLARINET@YALEVMX> 4/3/86 ****


Launcelot: Look, my liege!

(fanfare)

Launcel...","2 KB (1,128 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Camelot.txt",
"Monty Python Script - Cheeshop.txt","*** The Cheeseshop Sketch
*** From Monty Python's Brand New Papperbok
*** Transcribed from tape by Malcolm Dickinson <CLARINET@YALEVMX>, 4/4/86
**spelling corrected by Burr <WEST@YALEVMX> to the best of his ad hoc abilities

                    ***  The ...","6 KB (5,211 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Cheeshop.txt",
"Monty Python Script - French.txt","******  The French Castle Scene from ""Monty Python and the Holy Grail""   ******
******  Transcribed 10/20/86 by Malcolm Dickinson '89 <CLARINET@YALEVMX> ******
******  and the almost inevitable Bret Shefter '89 <SHEBREB@YALEVMX>.    ******


King Arthur ...","3 KB (2,469 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - French.txt",
"Monty Python Script - Frog.txt","      -----  The Crunchy Frog Sketch  from   Monty Python Live at    -----
    -----       the Hollywood Bowl  and   Live at City Center          -----
  ----- Transcribed & Submitted 3/28/86 by Bret Shefter <SHEBREB@YALEVMX>-----
                   ~fro...","5 KB (4,131 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Frog.txt",
"Monty Python Script - Galaxy.txt","  -----   The Galaxy song from Monty Python's The Meaning of Life      -----
 -----   Transcribed 3/25/86 by Bret Shefter '89 <SHEBREB@YALEVMX>      -----
  -----          From a singing by HENMATJ@YALEVMX                     -----

<spoken>
Whenever lif...","2 KB (1,799 Bytes)","Text Document","4/11/2001 3:50:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Galaxy.txt",
"Monty Python Script - Grail.txt","                    ***   Blessing from the Lord  ***
                 *** Monty Python and the Holy Grail ***
** transcribed from the memory of Malcolm Dickinson CLARINET@YALEVMX 3/30/86 **


Bedevere: And that, my leige, is how we know the earth to be ...","2 KB (1,602 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Grail.txt",
"Monty Python Script - Grenade.txt","****  The Holy Hand-Grenade
****  from Monty Python and the Holy Grail
****  Transcribed from left-over electical impulses in the brain cells of
****  Malcolm <Clarinet@Yalevmx> Dickinson
****  Finished up by Bret ""Eat at Joe's"" Shefter <Shebreb@Yalevmx>...","3 KB (2,864 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Grenade.txt",
"Monty Python Script - Lumberjk.txt","                   ***    The Lumberjack Song    ***
              ***  from Monty Python's Flying Circus  ***
 *** transcribed from tape on 4/3/86 Malcolm Dickinson <CLARINET@YALEVMX> ***


I never wanted to do this in the first place!
I...  I wanted to...","2 KB (1,821 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Lumberjk.txt",
"Monty Python Script - Medoctor.txt","*** Okay, Malcolm, you asked for it... ***
*** A very silly sketch submitted once again by <SHEBREB@yalevmx> - 3/28/86 ***
*** Transcribed from memory or the script, who knows which, by Bret Shefter. *


(Mr. Bertenshaw and his sick wife arrive at a hosp...","2 KB (1,327 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Medoctor.txt",
"Monty Python Script - Ni.txt","****  The Knights Who Say ""Ni!""                                            ****
****  From, of course, Monty Python and the Holy Grail                     ****
****  Transcribed (from memory even!) by Malcolm Dickinson <CLARINET@YALEVMX> *
****  on 4/6/8...","4 KB (3,191 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Ni.txt",
"Monty Python Script - Nudge.txt","*** Nudge Nudge, know what I mean, know what I mean!
*** from Monty Python live at City Center and Monty Python's Flying Circus
*** transcribed from tape 4/3/86 Malcolm Dickinson <CLARINET@YALEVMX>


Man: 'Evening, squire!
Squire: (stiffly) Good evening....","3 KB (2,202 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Nudge.txt",
"Monty Python Script - Penguin.txt","     ----    The Penguin on top of the Tellyvision set    ----
      ----    and The Death of Mary, Queen of Scots      ----
         ----    from Monty Python's Flying Circus    ----
--- transcribed from memory by Malcolm Dickinson <CLARINET@YALEVMX> 3/...","3 KB (2,737 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Penguin.txt",
"Monty Python Script - Petshop.txt","*** Continued from the Me, Doctor?  file.     Transcribed by               ***
*** Bret ""<your advertisement here>"" Shefter - <SHEBREB@YALEVMX> - 3/28/86 ***
*** and revised by Malcolm ""Sleep. Who needs it?"" Dickinson, <CLARINET@YALEVMX>
*** 4/3/86.   (F...","6 KB (5,875 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Petshop.txt",
"Monty Python Script - Robin.txt","**** Brave and Bold Sir Robin -- his song
**** Transcribed, expressly for the python collection at BBoard@Yalevmx
**** from the memory of Malcolm <Clarinet@Yalevmx> Dickinson  -- 4/6/86


                 **    The Tale  of Sir Robin.    **

So, each of ...","3 KB (2,152 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Robin.txt",
